"","X","title","main_speaker","new_views","published_date","description","speaker_occupation","num_speaker","duration","comments","tags","languages","url","funny","courageous","confusing","beautiful","unconvincing","longwinded","informative","inspiring","fascinating","ingenious","persuasive","jawdrop","obnoxious","OK","top_rating","bottom_rating"
"1316",1316,"Why open a school? To close a prison","Nadia Lopez",1007899.077,"21-09-2016","Our kids are our future, and it's crucial they believe it themselves. That's why Nadia Lopez opened an academic oasis in Brownsville, Brooklyn, one of the most underserved and violent neighborhoods in New York -- because she believes in every child's brilliance and capabilities. In this short, energizing talk, the founding principal of Mott Hall Bridges Academy (and a star of Humans of New York) shares how she helps her scholars envision a brighter future for themselves and their families.","Educator",1,430,34,"['New York', 'children', 'community', 'compassion', 'education', 'future', 'identity', 'motivation', 'personal growth', 'social change', 'society', 'teaching', 'urban', 'violence']",32,"https://www.ted.com/talks/nadia_lopez_why_open_a_school_to_close_a_prison
",207,462,213,97,103,24,90,49,1,12,7,6,6,0,"courageous","OK"
"1317",1317,"Philosophy in prison","Damon Horowitz",1006152.807,"29-11-2011","Damon Horowitz teaches philosophy through the Prison University Project, bringing college-level classes to inmates of San Quentin State Prison. In this powerful short talk, he tells the story of an encounter with right and wrong that quickly gets personal.","Philosopher, entrepreneur",1,230,172,"['crime', 'culture', 'global issues', 'philosophy', 'prison']",48,"https://www.ted.com/talks/damon_horowitz_philosophy_in_prison
",148,593,193,66,118,175,70,111,167,232,109,116,59,27,"courageous","OK"
"1318",1318,"In our baby's illness, a life lesson","Roberto D'Angelo + Francesca Fedeli",1005044.53,"24-07-2013","Roberto D'Angelo and Francesca Fedeli thought their baby boy Mario was healthy -- until at 10 days old, they discovered he'd had a perinatal stroke. With Mario unable to control the left side of his body, they grappled with tough questions: Would he be ""normal?¡± Could he live a full life? The poignant story of parents facing their fears -- and how they turned them around.","Parents",1,377,107,"['children', 'health care', 'parenting']",38,"https://www.ted.com/talks/roberto_d_angelo_francesca_fedeli_in_our_baby_s_illness_a_life_lesson
",99,6,448,297,208,43,36,10,11,16,3,3,0,0,"confusing","obnoxious"
"1319",1319,"Hunting for Peru's lost civilizations -- with satellites","Sarah Parcak",1004016.838,"18-08-2016","Around the world, hundreds of thousands of lost ancient sites lie buried and hidden from view. Satellite archaeologist Sarah Parcak is determined to find them before looters do. With the 2016 TED Prize, Parcak is building an online citizen-science tool called GlobalXplorer that will train an army of volunteer explorers to find and protect the world's hidden heritage. In this talk, she offers a preview of the first place they'll look: Peru -- the home of Machu Picchu, the Nazca lines and other archaeological wonders waiting to be discovered.","Satellite archaeologist + TED Prize winner",1,419,44,"['South America', 'TED Fellows', 'TED Prize', 'adventure', 'ancient world', 'archaeology', 'conservation', 'crowdsourcing', 'culture', 'curiosity', 'discovery', 'exploration', 'global issues', 'history', 'humanity', 'innovation', 'space', 'technology', 'world cultures']",31,"https://www.ted.com/talks/sarah_parcak_hunting_for_peru_s_lost_civilizations_with_satellites
",228,179,75,10,3,16,140,39,35,13,22,24,28,10,"funny","unconvincing"
"1320",1320,"Design, explained.","John Hodgman",1003894.761,"09-06-2012","John Hodgman, comedian and resident expert, ""explains"" the design of three iconic modern objects. <em>(From The Design Studio session at TED2012, guest-curated by Chee Pearlman and David Rockwell.)</em>","Expert",1,383,63,"['architecture', 'comedy', 'design', 'humor']",35,"https://www.ted.com/talks/john_hodgman_design_explained
",267,502,53,19,19,22,82,33,182,164,89,71,5,1,"courageous","OK"
"1321",1321,"How we talk about sexual assault online","Ione Wells",1003868.359,"11-10-2016","We need a more considered approach to using social media for social justice, says writer and activist Ione Wells. After she was the victim of an assault in London, Wells published a letter to her attacker in a student newspaper that went viral and sparked the #NotGuilty campaign against sexual violence and victim-blaming. In this moving talk, she describes how sharing her personal story gave hope to others and delivers a powerful message against the culture of online shaming.","Writer, activist",1,849,29,"['Internet', 'activism', 'communication', 'community', 'journalism', 'sexual violence', 'social change', 'social media', 'violence']",24,"https://www.ted.com/talks/ione_wells_how_we_talk_about_sexual_assault_online
",168,356,100,289,7,95,12,38,31,2,16,1,7,1,"courageous","jawdrop"
"1322",1322,"Bring on the female superheroes!","Christopher Bell",1003294.659,"31-08-2016","Why is it so hard to find female superhero merchandise? In this passionate, sparkling talk, media studies scholar (and father of a Star Wars-obsessed daughter) Christopher Bell addresses the alarming lack of female superheroes in the toys and products marketed to kids -- and what it means for how we teach them about the world.","Media studies scholar",1,948,102,"['TEDx', 'art', 'children', 'communication', 'entertainment', 'film', 'identity', 'inequality', 'marketing', 'media', 'movies', 'parenting', 'society', 'toy', 'women']",21,"https://www.ted.com/talks/christopher_bell_bring_on_the_female_superheroes
",51,384,110,827,490,126,446,142,20,17,245,202,3,4,"beautiful","obnoxious"
"1323",1323,"A simple new blood test that can catch cancer early","Jimmy Lin",1002217.422,"25-07-2017","Jimmy Lin is developing technologies to catch cancer months to years before current methods. He shares a breakthrough technique that looks for small signals of cancer's presence via a simple blood test, detecting the recurrence of some forms of the disease 100 days earlier than traditional methods. It could be a ray of hope in a fight where early detection makes all the difference.","Geneticist",1,730,7,"['DNA', 'TED Fellows', 'biology', 'cancer', 'disease', 'epidemiology', 'health', 'innovation', 'medical research', 'medicine', 'science']",10,"https://www.ted.com/talks/jimmy_lin_a_simple_new_blood_test_that_can_catch_cancer_early
",7,17,75,14,18,45,36,16,3,5,0,0,0,0,"confusing","persuasive"
"1324",1324,"One year of turning the world inside out","JR",1001924.883,"19-05-2012","Street artist JR made a wish in 2011: Join me in a worldwide photo project to show the world its true face. One year after making his TED Prize wish, he shows how giant posters of human faces, pasted in public, are connecting communities, making change, and turning the world inside out.","Street artist",1,391,68,"['TED Prize', 'art', 'community', 'photography', 'public spaces']",34,"https://www.ted.com/talks/jr_one_year_of_turning_the_world_inside_out
",293,106,25,104,83,67,43,14,48,10,17,14,18,9,"funny","OK"
"1325",1325,"Our antisocial phone tricks","Renny Gleeson",1001915.031,"10-04-2009","In this funny (and actually poignant) 3-minute talk, social strategist Renny Gleeson breaks down our always-on social world -- where the experience we're having right now is less interesting than what we'll tweet about it later.","Skeptimist",1,226,92,"['communication', 'social media', 'society', 'telecom']",40,"https://www.ted.com/talks/renny_gleeson_on_antisocial_phone_tricks
",290,205,386,526,74,60,94,29,85,34,159,19,14,16,"beautiful","obnoxious"
"1326",1326,"How I started a sanitary napkin revolution!","Arunachalam Muruganantham",1001846.218,"14-11-2012","When he realized his wife had to choose between buying family meals and buying her monthly ""supplies,"" Arunachalam Muruganantham vowed to help her solve the problem of the sanitary pad. His research got very very personal -- and led him to a powerful business model. (Filmed in Bangalore as part of the TED Global Talent Search.)","Inventor",1,561,170,"['global issues', 'innovation', 'invention', 'public health', 'women']",25,"https://www.ted.com/talks/arunachalam_muruganantham_how_i_started_a_sanitary_napkin_revolution
",175,332,681,297,227,125,87,77,48,17,4,6,5,2,"confusing","OK"
"1327",1327,"Can prejudice ever be a good thing?","Paul Bloom",1001176.817,"04-07-2014","We often think of bias and prejudice as rooted in ignorance. But as psychologist Paul Bloom seeks to show, prejudice is often natural, rational ... even moral. The key, says Bloom, is to understand how our own biases work -- so we can take control when they go wrong.","Psychologist",1,983,101,"['behavioral economics', 'mind', 'psychology']",26,"https://www.ted.com/talks/paul_bloom_can_prejudice_ever_be_a_good_thing
",35,41,12,170,317,79,42,165,221,36,58,35,23,16,"unconvincing","confusing"
"1328",1328,"How the Internet enables intimacy","Stefana Broadbent",1000849.802,"02-11-2009","We worry that IM, texting, Facebook are spoiling human intimacy, but Stefana Broadbent's research shows how communication tech is capable of cultivating deeper relationships, bringing love across barriers like distance and workplace rules.","Tech anthropologist",1,531,152,"['anthropology', 'humanity', 'love', 'psychology', 'social media', 'society', 'sociology', 'technology']",28,"https://www.ted.com/talks/stefana_broadbent_how_the_internet_enables_intimacy
",325,184,117,61,36,76,124,33,31,115,15,17,16,8,"funny","OK"
"1329",1329,"The inside story of the Paris climate agreement","Christiana Figueres",1000626.81,"18-04-2016","What would you do if your job was to save the planet? When Christiana Figueres was tapped by the UN to lead the Paris climate conference (COP 21) in December 2015, she reacted the way many people would: she thought it would be impossible to bring the leaders of 195 countries into agreement on how to slow climate change. Find out how she turned her skepticism into optimism -- and helped the world achieve the most important climate agreement in history.","Climate advocate",1,891,107,"['alternative energy', 'big problems', 'climate change', 'collaboration', 'ebola', 'environment', 'future', 'global development', 'global issues', 'goal-setting', 'government', 'green', 'history', 'humanity', 'innovation', 'law', 'leadership', 'motivation', 'nature', 'pollution', 'population', 'potential', 'security', 'social change', 'society', 'solar energy', 'technology']",24,"https://www.ted.com/talks/christiana_figueres_the_inside_story_of_the_paris_climate_agreement
",70,132,79,85,25,167,23,12,66,29,37,3,3,1,"longwinded","OK"
"1330",1330,"Religion, evolution, and the ecstasy of self-transcendence","Jonathan Haidt",998924.5255,"15-03-2012","Psychologist Jonathan Haidt asks a simple, but difficult question: why do we search for self-transcendence? Why do we attempt to lose ourselves? In a tour through the science of evolution by group selection, he proposes a provocative answer.","Social psychologist",1,1096,497,"['culture', 'evolution', 'evolutionary psychology', 'religion']",31,"https://www.ted.com/talks/jonathan_haidt_humanity_s_stairway_to_self_transcendence
",201,60,76,257,280,464,333,111,69,131,66,77,39,5,"longwinded","OK"
"1331",1331,"How we cut youth violence in Boston by 79 percent","Jeffrey Brown",998583.7763,"27-05-2015","An architect of the ""Boston miracle,"" Rev. Jeffrey Brown started out as a bewildered young pastor watching his Boston neighborhood fall apart around him, as drugs and gang violence took hold of the kids on the streets. The first step to recovery: Listen to those kids, don't just preach to them, and help them reduce violence in their own neighborhoods. It's a powerful talk about listening to make change.","Pastor",1,1083,72,"['crime', 'faith', 'narcotics', 'peace', 'social change', 'violence', 'youth']",20,"https://www.ted.com/talks/jeffrey_brown_how_we_cut_youth_violence_in_boston_by_79_percent
",26,12,46,124,226,697,284,21,198,86,26,1,19,0,"longwinded","OK"
